,trial,opinion,activated,algorithm,seed_size,algorithm_time,opinion_distr_func,ffm_distr_func,use_communities
0,0,156849.8394956116,21,opinion_degree_solution,1,15.890562057495117,polarized,random,True
1,1,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
2,2,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
3,3,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
4,4,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
5,5,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
6,6,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
7,7,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
8,8,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
9,9,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
10,10,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
11,11,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
12,12,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
13,13,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
14,14,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
15,15,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
16,16,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
17,17,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
18,18,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
19,19,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
20,20,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
21,21,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
22,22,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
23,23,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
24,24,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
25,25,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
26,26,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
27,27,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
28,28,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
29,29,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
30,30,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
31,31,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
32,32,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
33,33,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
34,34,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
35,35,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
36,36,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
37,37,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
38,38,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
39,39,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
40,40,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
41,41,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
42,42,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
43,43,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
44,44,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
45,45,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
46,46,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
47,47,156838.6002679146,0,opinion_degree_solution,1,15.890562057495117,polarized,random,True
